growth_rate_6m,growth_rate_1y,acceleration,peak_not_yet_hit,search_baseline,geographic_entropy,temporal_entropy,entropy_delta_6m,sample_entropy,ingredient,window_type,label
-0.07317073170731707,0.05555555555555555,-0.21205962059620598,1,38.666666666666664,2.353203648053708,1.89502417709525,-0.47683122170345893,0.0,teff,non_breakout,0
0.05454545454545454,0.23404255319148937,-0.11566731141199227,1,41.0,2.317951974790796,2.054356305484236,-0.36673765823956184,1.3862943611198906,fonio,non_breakout,0
-0.5,0.21052631578947367,-1.9210526315789473,1,27.166666666666668,3.321800981724719,2.0758451787821235,-0.7055551295854205,0.0,sumac,non_breakout,0
1.2,1.2,1.2,0,7.833333333333333,1.9009980100821386,2.0395824762092243,-0.5732409792491555,0.0,freekeh,non_breakout,0
0.13725490196078433,0.13725490196078433,0.13725490196078433,0,44.0,3.007540651885675,1.9552978440294695,-0.6240084037457556,0.0,maca,non_breakout,0
-0.07142857142857142,-0.025,-0.12142857142857143,1,38.0,0.6887011294990162,2.057365934563781,-0.7871018566213777,0.0,lucuma,non_breakout,0
0.07792207792207792,0.136986301369863,0.023127557374132718,1,81.16666666666667,3.218520830088893,2.0771062238592237,-0.6707039759221463,0.0,baobab,non_breakout,0
-0.08,0.0,-0.16695652173913045,1,60.833333333333336,0.956395799898462,1.9565588891065695,-0.2670421954382314,0.0,tigernut,non_breakout,0
-0.3125,0.1,-0.9125,1,7.833333333333333,2.443104659941323,1.689704670315217,0.01652099050833078,0.5663954749208014,sea buckthorn,non_breakout,0
0.014492753623188406,0.07692307692307693,-0.047045707915273134,1,58.833333333333336,2.6152845009028676,2.099856144027659,-0.705555129585421,0.0,sorghum,non_breakout,0
